no,"sex(male:1,female:0)",age,height,weight,bmi,preference, experimental environment,sensitivity,date,time,room((meeting:1 reception:2 drinks:3)),thermal sensation,thermal comfort(com:1 discom:0),thermal preference (C:1 U:2 W:3),seat number,temp,humid
28,0,24,164.0,47.0,17.47471743,0,1,1,2021/1/13,9:00:00,2.0,2.0,0.0,1.0,14.0,24.5,12.5
32,0,27,165.0,48.0,17.63085399,1,1,0,2021/1/13,9:00:00,2.0,0.0,1.0,2.0,6.0,24.5,12.5
34,0,22,163.0,60.0,22.58270917,-1,0,1,2021/1/13,9:00:00,1.0,nan,nan,nan,1.0,22.2,15.3
36,0,25,162.0,50.0,19.05197378,-1,1,2,2021/1/13,9:00:00,3.0,0.0,1.0,2.0,7.0,22.0,14.8
37,0,23,167.0,53.0,19.00390835,1,1,0,2021/1/13,9:00:00,1.0,nan,nan,nan,2.0,22.2,15.3
44,1,23,181.0,76.0,23.19831507,1,0,1,2021/1/13,9:00:00,1.0,1.5,0.0,1.0,12.0,22.2,15.3
46,1,22,179.0,77.0,24.03170937,0,1,0,2021/1/13,9:00:00,1.0,0.0,1.0,2.0,11.0,22.2,15.3
47,0,23,174.0,51.0,16.84502576,1,1,1,2021/1/13,9:00:00,1.0,1.0,1.0,1.0,13.0,22.2,15.3
49,0,23,170.0,60.0,20.76124567,-1,1,1,2021/1/13,9:00:00,1.0,-1.0,1.0,3.0,9.0,22.2,15.3
54,1,24,173.0,70.0,23.38868656,0,1,0,2021/1/13,9:00:00,3.0,0.0,1.0,2.0,8.0,22.0,14.8
2,1,23,173.0,85.0,28.40054796,-1,0,0,2021/1/13,9:30:00,1.0,0.0,1.0,2.0,10.0,22.6,16.3
5,1,24,175.0,68.0,22.20408163,-1,1,0,2021/1/13,9:30:00,2.0,0.0,1.0,2.0,15.0,26.1,12.5
15,1,22,180.0,66.0,20.37037037,-1,1,1,2021/1/13,9:30:00,1.0,0.2,1.0,2.0,4.0,22.6,16.3
24,0,24,160.0,50.0,19.53125,0,0,2,2021/1/13,9:30:00,2.0,0.0,1.0,2.0,5.0,26.1,12.5
26,1,22,175.0,65.0,21.2244898,-1,1,0,2021/1/13,9:30:00,1.0,0.0,1.0,2.0,3.0,22.6,16.3
28,0,24,164.0,47.0,17.47471743,0,1,1,2021/1/13,9:30:00,2.0,1.0,0.0,1.0,14.0,26.1,12.5
32,0,27,165.0,48.0,17.63085399,1,1,0,2021/1/13,9:30:00,2.0,0.5,1.0,1.0,6.0,26.1,12.5
34,0,22,163.0,60.0,22.58270917,-1,0,1,2021/1/13,9:30:00,1.0,0.2,1.0,2.0,1.0,22.6,16.3
36,0,25,162.0,50.0,19.05197378,-1,1,2,2021/1/13,9:30:00,3.0,1.0,1.0,1.0,7.0,22.3,16.2
37,0,23,167.0,53.0,19.00390835,1,1,0,2021/1/13,9:30:00,1.0,-0.2,0.0,3.0,2.0,22.6,16.3
44,1,23,181.0,76.0,23.19831507,1,0,1,2021/1/13,9:30:00,1.0,0.5,1.0,2.0,12.0,22.6,16.3
46,1,22,179.0,77.0,24.03170937,0,1,0,2021/1/13,9:30:00,1.0,0.0,1.0,3.0,11.0,22.6,16.3
47,0,23,174.0,51.0,16.84502576,1,1,1,2021/1/13,9:30:00,1.0,0.0,1.0,2.0,13.0,22.6,16.3
49,0,23,170.0,60.0,20.76124567,-1,1,1,2021/1/13,9:30:00,1.0,0.0,1.0,2.0,9.0,22.6,16.3
54,1,24,173.0,70.0,23.38868656,0,1,0,2021/1/13,9:30:00,3.0,0.5,1.0,1.0,8.0,22.3,16.2
6,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/15,10:00:00,3.0,0.0,1.0,2.0,7.0,23.0,17.4
9,1,22,183.0,79.0,23.58983547,0,0,0,2021/1/15,10:00:00,2.0,0.5,1.0,2.0,9.0,22.8,18.3
15,1,22,180.0,66.0,20.37037037,-1,1,1,2021/1/15,10:00:00,1.0,0.0,1.0,2.0,4.0,23.2,18.4
26,1,22,175.0,65.0,21.2244898,-1,1,0,2021/1/15,10:00:00,1.0,0.0,1.0,2.0,13.0,23.2,18.4
28,0,24,164.0,47.0,17.47471743,0,1,1,2021/1/15,10:00:00,2.0,-1.0,1.0,3.0,8.0,22.8,18.3
33,0,24,164.0,52.0,19.33372992,-1,0,1,2021/1/15,10:00:00,3.0,0.0,1.0,2.0,6.0,23.0,17.4
39,1,22,185.0,73.0,21.32943755,-1,0,1,2021/1/15,10:00:00,1.0,0.0,1.0,2.0,5.0,23.2,18.4
40,1,24,178.0,71.0,22.40878677,-1,0,0,2021/1/15,10:00:00,1.0,0.2,1.0,2.0,2.0,23.2,18.4
44,1,23,181.0,76.0,23.19831507,1,0,1,2021/1/15,10:00:00,1.0,0.0,1.0,2.0,3.0,23.2,18.4
47,0,23,174.0,51.0,16.84502576,1,1,1,2021/1/15,10:00:00,1.0,0.0,1.0,2.0,12.0,23.2,18.4
49,0,23,170.0,60.0,20.76124567,-1,1,1,2021/1/15,10:00:00,1.0,0.0,1.0,2.0,11.0,23.2,18.4
53,1,22,180.0,70.0,21.60493827,-1,0,1,2021/1/15,10:00:00,2.0,0.5,1.0,2.0,10.0,22.8,18.3
55,1,26,186.0,82.0,23.7021621,0,0,2,2021/1/15,10:00:00,2.0,0.2,1.0,2.0,1.0,22.8,18.3
6,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/15,10:30:00,3.0,0.0,1.0,2.0,7.0,23.6,20.4
9,1,22,183.0,79.0,23.58983547,0,0,0,2021/1/15,10:30:00,2.0,0.0,1.0,2.0,9.0,26.2,16.2
15,1,22,180.0,66.0,20.37037037,-1,1,1,2021/1/15,10:30:00,1.0,0.0,1.0,2.0,4.0,24.2,17.8
26,1,22,175.0,65.0,21.2244898,-1,1,0,2021/1/15,10:30:00,1.0,0.0,1.0,2.0,13.0,24.2,17.8
28,0,24,164.0,47.0,17.47471743,0,1,1,2021/1/15,10:30:00,2.0,0.0,1.0,2.0,8.0,26.2,16.2
33,0,24,164.0,52.0,19.33372992,-1,0,1,2021/1/15,10:30:00,3.0,0.0,1.0,2.0,6.0,23.6,20.4
39,1,22,185.0,73.0,21.32943755,-1,0,1,2021/1/15,10:30:00,1.0,0.5,1.0,1.0,5.0,24.2,17.8
40,1,24,178.0,71.0,22.40878677,-1,0,0,2021/1/15,10:30:00,1.0,0.1,1.0,2.0,2.0,24.2,17.8
44,1,23,181.0,76.0,23.19831507,1,0,1,2021/1/15,10:30:00,1.0,0.0,1.0,2.0,3.0,24.2,17.8
47,0,23,174.0,51.0,16.84502576,1,1,1,2021/1/15,10:30:00,1.0,0.0,1.0,2.0,12.0,24.2,17.8
49,0,23,170.0,60.0,20.76124567,-1,1,1,2021/1/15,10:30:00,1.0,1.0,1.0,1.0,11.0,24.2,17.8
53,1,22,180.0,70.0,21.60493827,-1,0,1,2021/1/15,10:30:00,2.0,0.0,1.0,2.0,10.0,26.2,16.2
55,1,26,186.0,82.0,23.7021621,0,0,2,2021/1/15,10:30:00,2.0,0.5,1.0,2.0,1.0,26.2,16.2
6,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/15,11:00:00,3.0,0.0,1.0,2.0,7.0,23.8,20.9
9,1,22,183.0,79.0,23.58983547,0,0,0,2021/1/15,11:00:00,2.0,0.5,1.0,2.0,9.0,26.9,15.6
15,1,22,180.0,66.0,20.37037037,-1,1,1,2021/1/15,11:00:00,1.0,0.0,1.0,2.0,4.0,24.5,17.9
26,1,22,175.0,65.0,21.2244898,-1,1,0,2021/1/15,11:00:00,1.0,0.2,1.0,2.0,13.0,24.5,17.9
28,0,24,164.0,47.0,17.47471743,0,1,1,2021/1/15,11:00:00,2.0,0.0,1.0,2.0,8.0,26.9,15.6
33,0,24,164.0,52.0,19.33372992,-1,0,1,2021/1/15,11:00:00,3.0,-1.0,1.0,3.0,6.0,23.8,20.9
39,1,22,185.0,73.0,21.32943755,-1,0,1,2021/1/15,11:00:00,1.0,0.5,1.0,1.0,5.0,24.5,17.9
40,1,24,178.0,71.0,22.40878677,-1,0,0,2021/1/15,11:00:00,1.0,0.0,1.0,2.0,2.0,24.5,17.9
44,1,23,181.0,76.0,23.19831507,1,0,1,2021/1/15,11:00:00,1.0,0.0,1.0,2.0,3.0,24.5,17.9
47,0,23,174.0,51.0,16.84502576,1,1,1,2021/1/15,11:00:00,1.0,1.0,1.0,1.0,12.0,24.5,17.9
49,0,23,170.0,60.0,20.76124567,-1,1,1,2021/1/15,11:00:00,1.0,0.0,1.0,1.0,11.0,24.5,17.9
53,1,22,180.0,70.0,21.60493827,-1,0,1,2021/1/15,11:00:00,2.0,0.0,1.0,2.0,10.0,26.9,15.6
55,1,26,186.0,82.0,23.7021621,0,0,2,2021/1/15,11:00:00,2.0,0.8,1.0,1.0,1.0,26.9,15.6
6,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/15,11:30:00,3.0,0.0,1.0,2.0,7.0,24.1,21.6
9,1,22,183.0,79.0,23.58983547,0,0,0,2021/1/15,11:30:00,2.0,0.0,1.0,2.0,9.0,27.0,15.9
15,1,22,180.0,66.0,20.37037037,-1,1,1,2021/1/15,11:30:00,1.0,0.0,1.0,2.0,4.0,24.9,17.9
26,1,22,175.0,65.0,21.2244898,-1,1,0,2021/1/15,11:30:00,1.0,0.5,1.0,2.0,13.0,24.9,17.9
28,0,24,164.0,47.0,17.47471743,0,1,1,2021/1/15,11:30:00,2.0,0.0,1.0,2.0,8.0,27.0,15.9
33,0,24,164.0,52.0,19.33372992,-1,0,1,2021/1/15,11:30:00,3.0,-1.0,1.0,3.0,6.0,24.1,21.6
39,1,22,185.0,73.0,21.32943755,-1,0,1,2021/1/15,11:30:00,1.0,0.5,1.0,1.0,5.0,24.9,17.9
40,1,24,178.0,71.0,22.40878677,-1,0,0,2021/1/15,11:30:00,1.0,0.0,1.0,2.0,2.0,24.9,17.9
44,1,23,181.0,76.0,23.19831507,1,0,1,2021/1/15,11:30:00,1.0,0.0,1.0,2.0,3.0,24.9,17.9
47,0,23,174.0,51.0,16.84502576,1,1,1,2021/1/15,11:30:00,1.0,1.5,0.0,1.0,12.0,24.9,17.9
49,0,23,170.0,60.0,20.76124567,-1,1,1,2021/1/15,11:30:00,1.0,0.0,1.0,2.0,11.0,24.9,17.9
53,1,22,180.0,70.0,21.60493827,-1,0,1,2021/1/15,11:30:00,2.0,1.0,1.0,1.0,10.0,27.0,15.9
55,1,26,186.0,82.0,23.7021621,0,0,2,2021/1/15,11:30:00,2.0,0.7,1.0,2.0,1.0,27.0,15.9
6,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/15,12:00:00,3.0,0.0,1.0,2.0,7.0,23.9,20.7
9,1,22,183.0,79.0,23.58983547,0,0,0,2021/1/15,12:00:00,2.0,0.0,1.0,2.0,9.0,27.4,16.0
15,1,22,180.0,66.0,20.37037037,-1,1,1,2021/1/15,12:00:00,1.0,0.0,1.0,2.0,4.0,25.2,17.8
26,1,22,175.0,65.0,21.2244898,-1,1,0,2021/1/15,12:00:00,1.0,0.2,1.0,2.0,13.0,25.2,17.8
28,0,24,164.0,47.0,17.47471743,0,1,1,2021/1/15,12:00:00,2.0,0.0,1.0,2.0,8.0,27.4,16.0
33,0,24,164.0,52.0,19.33372992,-1,0,1,2021/1/15,12:00:00,3.0,-1.0,1.0,3.0,6.0,23.9,20.7
39,1,22,185.0,73.0,21.32943755,-1,0,1,2021/1/15,12:00:00,1.0,0.5,1.0,1.0,5.0,25.2,17.8
40,1,24,178.0,71.0,22.40878677,-1,0,0,2021/1/15,12:00:00,1.0,0.0,1.0,2.0,2.0,25.2,17.8
44,1,23,181.0,76.0,23.19831507,1,0,1,2021/1/15,12:00:00,1.0,-0.3,1.0,2.0,3.0,25.2,17.8
47,0,23,174.0,51.0,16.84502576,1,1,1,2021/1/15,12:00:00,1.0,1.0,0.0,1.0,12.0,25.2,17.8
49,0,23,170.0,60.0,20.76124567,-1,1,1,2021/1/15,12:00:00,1.0,0.0,1.0,2.0,11.0,25.2,17.8
53,1,22,180.0,70.0,21.60493827,-1,0,1,2021/1/15,12:00:00,2.0,0.0,1.0,2.0,10.0,27.4,16.0
55,1,26,186.0,82.0,23.7021621,0,0,2,2021/1/15,12:00:00,2.0,1.0,1.0,1.0,1.0,27.4,16.0
6,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/15,14:30:00,3.0,0.0,1.0,2.0,7.0,24.2,19.2
9,1,22,183.0,79.0,23.58983547,0,0,0,2021/1/15,14:30:00,2.0,0.0,1.0,2.0,9.0,28.3,13.7
15,1,22,180.0,66.0,20.37037037,-1,1,1,2021/1/15,14:30:00,1.0,0.2,1.0,2.0,4.0,25.8,15.0
26,1,22,175.0,65.0,21.2244898,-1,1,0,2021/1/15,14:30:00,1.0,0.0,1.0,2.0,13.0,25.8,15.0
28,0,24,164.0,47.0,17.47471743,0,1,1,2021/1/15,14:30:00,2.0,2.0,0.0,1.0,8.0,28.3,13.7
33,0,24,164.0,52.0,19.33372992,-1,0,1,2021/1/15,14:30:00,3.0,0.0,1.0,2.0,6.0,24.2,19.2
39,1,22,185.0,73.0,21.32943755,-1,0,1,2021/1/15,14:30:00,1.0,0.8,1.0,1.0,5.0,25.8,15.0
40,1,24,178.0,71.0,22.40878677,-1,0,0,2021/1/15,14:30:00,1.0,1.0,0.0,1.0,2.0,25.8,15.0
44,1,23,181.0,76.0,23.19831507,1,0,1,2021/1/15,14:30:00,1.0,0.5,1.0,2.0,3.0,25.8,15.0
47,0,23,174.0,51.0,16.84502576,1,1,1,2021/1/15,14:30:00,1.0,0.0,0.0,1.0,12.0,25.8,15.0
49,0,23,170.0,60.0,20.76124567,-1,1,1,2021/1/15,14:30:00,1.0,0.0,1.0,1.0,11.0,25.8,15.0
53,1,22,180.0,70.0,21.60493827,-1,0,1,2021/1/15,14:30:00,2.0,0.8,1.0,1.0,10.0,28.3,13.7
55,1,26,186.0,82.0,23.7021621,0,0,2,2021/1/15,14:30:00,2.0,2.5,0.0,1.0,1.0,28.3,13.7
6,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/15,15:00:00,3.0,0.0,1.0,2.0,7.0,24.5,19.9
9,1,22,183.0,79.0,23.58983547,0,0,0,2021/1/15,15:00:00,2.0,0.0,1.0,2.0,9.0,26.3,16.0
15,1,22,180.0,66.0,20.37037037,-1,1,1,2021/1/15,15:00:00,1.0,0.2,1.0,2.0,4.0,25.4,16.4
26,1,22,175.0,65.0,21.2244898,-1,1,0,2021/1/15,15:00:00,1.0,0.2,1.0,2.0,13.0,25.4,16.4
28,0,24,164.0,47.0,17.47471743,0,1,1,2021/1/15,15:00:00,2.0,1.0,0.0,1.0,8.0,26.3,16.0
33,0,24,164.0,52.0,19.33372992,-1,0,1,2021/1/15,15:00:00,3.0,0.0,1.0,2.0,6.0,24.5,19.9
39,1,22,185.0,73.0,21.32943755,-1,0,1,2021/1/15,15:00:00,1.0,0.8,1.0,1.0,5.0,25.4,16.4
40,1,24,178.0,71.0,22.40878677,-1,0,0,2021/1/15,15:00:00,1.0,0.5,1.0,1.0,2.0,25.4,16.4
44,1,23,181.0,76.0,23.19831507,1,0,1,2021/1/15,15:00:00,1.0,0.0,1.0,2.0,3.0,25.4,16.4
47,0,23,174.0,51.0,16.84502576,1,1,1,2021/1/15,15:00:00,1.0,0.0,1.0,1.0,12.0,25.4,16.4
49,0,23,170.0,60.0,20.76124567,-1,1,1,2021/1/15,15:00:00,1.0,0.0,1.0,2.0,11.0,25.4,16.4
53,1,22,180.0,70.0,21.60493827,-1,0,1,2021/1/15,15:00:00,2.0,1.0,1.0,1.0,10.0,26.3,16.0
55,1,26,186.0,82.0,23.7021621,0,0,2,2021/1/15,15:00:00,2.0,2.1,0.0,1.0,1.0,26.3,16.0
6,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/15,15:30:00,3.0,0.0,1.0,2.0,7.0,24.7,20.6
9,1,22,183.0,79.0,23.58983547,0,0,0,2021/1/15,15:30:00,2.0,0.5,1.0,2.0,9.0,26.0,16.8
15,1,22,180.0,66.0,20.37037037,-1,1,1,2021/1/15,15:30:00,1.0,0.0,1.0,2.0,4.0,25.2,17.0
26,1,22,175.0,65.0,21.2244898,-1,1,0,2021/1/15,15:30:00,1.0,1.0,0.0,1.0,13.0,25.2,17.0
28,0,24,164.0,47.0,17.47471743,0,1,1,2021/1/15,15:30:00,2.0,0.5,1.0,1.0,8.0,26.0,16.8
33,0,24,164.0,52.0,19.33372992,-1,0,1,2021/1/15,15:30:00,3.0,0.0,1.0,2.0,6.0,24.7,20.6
39,1,22,185.0,73.0,21.32943755,-1,0,1,2021/1/15,15:30:00,1.0,0.5,1.0,1.0,5.0,25.2,17.0
40,1,24,178.0,71.0,22.40878677,-1,0,0,2021/1/15,15:30:00,1.0,0.5,1.0,1.0,2.0,25.2,17.0
44,1,23,181.0,76.0,23.19831507,1,0,1,2021/1/15,15:30:00,1.0,0.0,1.0,2.0,3.0,25.2,17.0
47,0,23,174.0,51.0,16.84502576,1,1,1,2021/1/15,15:30:00,1.0,0.5,1.0,1.0,12.0,25.2,17.0
49,0,23,170.0,60.0,20.76124567,-1,1,1,2021/1/15,15:30:00,1.0,0.0,1.0,1.0,11.0,25.2,17.0
53,1,22,180.0,70.0,21.60493827,-1,0,1,2021/1/15,15:30:00,2.0,1.0,1.0,1.0,10.0,26.0,16.8
55,1,26,186.0,82.0,23.7021621,0,0,2,2021/1/15,15:30:00,2.0,2.0,1.0,1.0,1.0,26.0,16.8
6,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/15,16:00:00,3.0,0.0,1.0,3.0,7.0,24.6,18.6
9,1,22,183.0,79.0,23.58983547,0,0,0,2021/1/15,16:00:00,2.0,0.0,1.0,2.0,9.0,25.8,17.0
15,1,22,180.0,66.0,20.37037037,-1,1,1,2021/1/15,16:00:00,1.0,0.0,1.0,2.0,4.0,25.2,17.6
26,1,22,175.0,65.0,21.2244898,-1,1,0,2021/1/15,16:00:00,1.0,0.2,1.0,2.0,13.0,25.2,17.6
28,0,24,164.0,47.0,17.47471743,0,1,1,2021/1/15,16:00:00,2.0,0.5,1.0,1.0,8.0,25.8,17.0
33,0,24,164.0,52.0,19.33372992,-1,0,1,2021/1/15,16:00:00,3.0,-1.0,1.0,3.0,6.0,24.6,18.6
39,1,22,185.0,73.0,21.32943755,-1,0,1,2021/1/15,16:00:00,1.0,0.5,1.0,1.0,5.0,25.2,17.6
40,1,24,178.0,71.0,22.40878677,-1,0,0,2021/1/15,16:00:00,1.0,0.5,1.0,1.0,2.0,25.2,17.6
44,1,23,181.0,76.0,23.19831507,1,0,1,2021/1/15,16:00:00,1.0,0.0,1.0,2.0,3.0,25.2,17.6
47,0,23,174.0,51.0,16.84502576,1,1,1,2021/1/15,16:00:00,1.0,0.0,1.0,2.0,12.0,25.2,17.6
49,0,23,170.0,60.0,20.76124567,-1,1,1,2021/1/15,16:00:00,1.0,0.5,1.0,1.0,11.0,25.2,17.6
53,1,22,180.0,70.0,21.60493827,-1,0,1,2021/1/15,16:00:00,2.0,0.8,1.0,2.0,10.0,25.8,17.0
55,1,26,186.0,82.0,23.7021621,0,0,2,2021/1/15,16:00:00,2.0,1.0,1.0,2.0,1.0,25.8,17.0
6,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/15,16:30:00,3.0,0.0,1.0,2.0,7.0,24.5,19.5
9,1,22,183.0,79.0,23.58983547,0,0,0,2021/1/15,16:30:00,2.0,0.0,1.0,2.0,9.0,25.7,17.4
15,1,22,180.0,66.0,20.37037037,-1,1,1,2021/1/15,16:30:00,1.0,0.0,1.0,2.0,4.0,25.1,18.2
26,1,22,175.0,65.0,21.2244898,-1,1,0,2021/1/15,16:30:00,1.0,0.0,1.0,2.0,13.0,25.1,18.2
28,0,24,164.0,47.0,17.47471743,0,1,1,2021/1/15,16:30:00,2.0,0.0,1.0,2.0,8.0,25.7,17.4
33,0,24,164.0,52.0,19.33372992,-1,0,1,2021/1/15,16:30:00,3.0,-1.0,1.0,3.0,6.0,24.5,19.5
39,1,22,185.0,73.0,21.32943755,-1,0,1,2021/1/15,16:30:00,1.0,0.5,1.0,1.0,5.0,25.1,18.2
40,1,24,178.0,71.0,22.40878677,-1,0,0,2021/1/15,16:30:00,1.0,0.3,1.0,2.0,2.0,25.1,18.2
44,1,23,181.0,76.0,23.19831507,1,0,1,2021/1/15,16:30:00,1.0,0.0,1.0,2.0,3.0,25.1,18.2
47,0,23,174.0,51.0,16.84502576,1,1,1,2021/1/15,16:30:00,1.0,0.0,1.0,2.0,12.0,25.1,18.2
49,0,23,170.0,60.0,20.76124567,-1,1,1,2021/1/15,16:30:00,1.0,0.0,1.0,2.0,11.0,25.1,18.2
53,1,22,180.0,70.0,21.60493827,-1,0,1,2021/1/15,16:30:00,2.0,1.0,1.0,1.0,10.0,25.7,17.4
55,1,26,186.0,82.0,23.7021621,0,0,2,2021/1/15,16:30:00,2.0,1.0,1.0,2.0,1.0,25.7,17.4
6,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/15,17:00:00,3.0,1.0,0.0,1.0,7.0,26.7,18.1
9,1,22,183.0,79.0,23.58983547,0,0,0,2021/1/15,17:00:00,2.0,0.0,1.0,2.0,9.0,25.5,17.5
15,1,22,180.0,66.0,20.37037037,-1,1,1,2021/1/15,17:00:00,1.0,0.0,1.0,2.0,4.0,25.1,18.5
26,1,22,175.0,65.0,21.2244898,-1,1,0,2021/1/15,17:00:00,1.0,0.0,1.0,2.0,13.0,25.1,18.5
28,0,24,164.0,47.0,17.47471743,0,1,1,2021/1/15,17:00:00,2.0,0.0,1.0,2.0,8.0,25.5,17.5
33,0,24,164.0,52.0,19.33372992,-1,0,1,2021/1/15,17:00:00,3.0,2.0,0.0,1.0,6.0,26.7,18.1
39,1,22,185.0,73.0,21.32943755,-1,0,1,2021/1/15,17:00:00,1.0,0.5,1.0,1.0,5.0,25.1,18.5
40,1,24,178.0,71.0,22.40878677,-1,0,0,2021/1/15,17:00:00,1.0,0.3,1.0,2.0,2.0,25.1,18.5
44,1,23,181.0,76.0,23.19831507,1,0,1,2021/1/15,17:00:00,1.0,0.0,1.0,2.0,3.0,25.1,18.5
47,0,23,174.0,51.0,16.84502576,1,1,1,2021/1/15,17:00:00,1.0,0.5,1.0,1.0,12.0,25.1,18.5
49,0,23,170.0,60.0,20.76124567,-1,1,1,2021/1/15,17:00:00,1.0,0.0,1.0,2.0,11.0,25.1,18.5
53,1,22,180.0,70.0,21.60493827,-1,0,1,2021/1/15,17:00:00,2.0,1.2,1.0,1.0,10.0,25.5,17.5
55,1,26,186.0,82.0,23.7021621,0,0,2,2021/1/15,17:00:00,2.0,0.5,1.0,2.0,1.0,25.5,17.5
6,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/15,17:30:00,3.0,0.0,1.0,2.0,7.0,28.0,17.7
9,1,22,183.0,79.0,23.58983547,0,0,0,2021/1/15,17:30:00,2.0,0.0,1.0,2.0,9.0,25.3,17.3
15,1,22,180.0,66.0,20.37037037,-1,1,1,2021/1/15,17:30:00,1.0,0.0,1.0,2.0,4.0,25.1,19.2
26,1,22,175.0,65.0,21.2244898,-1,1,0,2021/1/15,17:30:00,1.0,-0.2,1.0,2.0,13.0,25.1,19.2
28,0,24,164.0,47.0,17.47471743,0,1,1,2021/1/15,17:30:00,2.0,0.0,1.0,2.0,4.0,25.3,17.3
33,0,24,164.0,52.0,19.33372992,-1,0,1,2021/1/15,17:30:00,3.0,2.0,0.0,1.0,6.0,28.0,17.7
39,1,22,185.0,73.0,21.32943755,-1,0,1,2021/1/15,17:30:00,1.0,0.5,1.0,1.0,5.0,25.1,19.2
40,1,24,178.0,71.0,22.40878677,-1,0,0,2021/1/15,17:30:00,1.0,0.3,1.0,2.0,2.0,25.1,19.2
44,1,23,181.0,76.0,23.19831507,1,0,1,2021/1/15,17:30:00,1.0,0.0,1.0,2.0,3.0,25.1,19.2
47,0,23,174.0,51.0,16.84502576,1,1,1,2021/1/15,17:30:00,1.0,0.5,1.0,1.0,12.0,25.1,19.2
49,0,23,170.0,60.0,20.76124567,-1,1,1,2021/1/15,17:30:00,1.0,0.5,1.0,2.0,11.0,25.1,19.2
53,1,22,180.0,70.0,21.60493827,-1,0,1,2021/1/15,17:30:00,2.0,0.2,1.0,2.0,10.0,25.3,17.3
55,1,26,186.0,82.0,23.7021621,0,0,2,2021/1/15,17:30:00,2.0,0.0,1.0,2.0,1.0,25.3,17.3
6,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/15,9:00:00,3.0,0.0,1.0,2.0,7.0,22.7,17.0
9,1,22,183.0,79.0,23.58983547,0,0,0,2021/1/15,9:00:00,2.0,-0.5,1.0,2.0,9.0,21.8,17.7
15,1,22,180.0,66.0,20.37037037,-1,1,1,2021/1/15,9:00:00,1.0,0.0,1.0,2.0,4.0,22.5,16.7
26,1,22,175.0,65.0,21.2244898,-1,1,0,2021/1/15,9:00:00,1.0,-0.2,1.0,2.0,13.0,22.5,16.7
28,0,24,164.0,47.0,17.47471743,0,1,1,2021/1/15,9:00:00,2.0,-1.0,1.0,3.0,8.0,21.8,17.7
33,0,24,164.0,52.0,19.33372992,-1,0,1,2021/1/15,9:00:00,3.0,0.0,1.0,2.0,6.0,22.7,17.0
39,1,22,185.0,73.0,21.32943755,-1,0,1,2021/1/15,9:00:00,1.0,-0.1,1.0,2.0,5.0,22.5,16.7
40,1,24,178.0,71.0,22.40878677,-1,0,0,2021/1/15,9:00:00,1.0,0.0,1.0,2.0,2.0,22.5,16.7
44,1,23,181.0,76.0,23.19831507,1,0,1,2021/1/15,9:00:00,1.0,0.0,1.0,2.0,3.0,22.5,16.7
47,0,23,174.0,51.0,16.84502576,1,1,1,2021/1/15,9:00:00,1.0,1.0,0.0,1.0,12.0,22.5,16.7
49,0,23,170.0,60.0,20.76124567,-1,1,1,2021/1/15,9:00:00,1.0,1.0,1.0,1.0,11.0,22.5,16.7
53,1,22,180.0,70.0,21.60493827,-1,0,1,2021/1/15,9:00:00,2.0,0.5,1.0,2.0,10.0,21.8,17.7
55,1,26,186.0,82.0,23.7021621,0,0,2,2021/1/15,9:00:00,2.0,0.0,1.0,2.0,1.0,21.8,17.7
6,1,24,183.0,60.0,17.91633074,-1,0,0,2021/1/15,9:30:00,3.0,0.0,1.0,2.0,7.0,23.1,17.7
9,1,22,183.0,79.0,23.58983547,0,0,0,2021/1/15,9:30:00,2.0,0.0,1.0,2.0,9.0,22.4,18.0
15,1,22,180.0,66.0,20.37037037,-1,1,1,2021/1/15,9:30:00,1.0,0.0,1.0,2.0,4.0,22.9,17.9
26,1,22,175.0,65.0,21.2244898,-1,1,0,2021/1/15,9:30:00,1.0,-0.5,1.0,3.0,13.0,22.9,17.9
28,0,24,164.0,47.0,17.47471743,0,1,1,2021/1/15,9:30:00,2.0,-1.0,1.0,3.0,8.0,22.4,18.0
33,0,24,164.0,52.0,19.33372992,-1,0,1,2021/1/15,9:30:00,3.0,0.0,1.0,2.0,6.0,23.1,17.7
39,1,22,185.0,73.0,21.32943755,-1,0,1,2021/1/15,9:30:00,1.0,0.0,1.0,2.0,5.0,22.9,17.9
40,1,24,178.0,71.0,22.40878677,-1,0,0,2021/1/15,9:30:00,1.0,0.0,1.0,2.0,2.0,22.9,17.9
44,1,23,181.0,76.0,23.19831507,1,0,1,2021/1/15,9:30:00,1.0,0.0,1.0,2.0,3.0,22.9,17.9
47,0,23,174.0,51.0,16.84502576,1,1,1,2021/1/15,9:30:00,1.0,1.0,0.0,1.0,12.0,22.9,17.9
49,0,23,170.0,60.0,20.76124567,-1,1,1,2021/1/15,9:30:00,1.0,1.0,1.0,1.0,11.0,22.9,17.9
