no,"gender(female:0,male:1)",age,height(cm),weight(Kg),bmi,season,preference(-1:cool 0:n 1:warm),sensitivity(0:in 1:slight 2:very),environment assess(-1:c 0:n 1:w),date,time,room,thermal sensation,"thermal comfort (1:com,0:uncom)","thermal preference(-1:c,0:not change,1:w)",temp,humid
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/20,16:30:00,5,0.0,1.0,0.0,24.7,58.5
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/20,17:00:00,5,-1.0,1.0,1.0,24.7,58.2
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/20,17:30:00,5,-2.5,0.0,1.0,24.5,56.8
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/20,18:00:00,5,-2.5,0.0,1.0,25.0,55.4
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/21,09:00:00,5,0.0,1.0,0.0,23.7,58.9
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/21,09:30:00,5,0.5,1.0,0.0,24.0,57.4
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/21,10:00:00,5,0.0,1.0,0.0,25.4,53.0
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/21,10:30:00,5,0.0,1.0,0.0,25.4,51.2
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/21,11:00:00,5,0.0,1.0,0.0,25.6,51.8
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/21,11:30:00,5,-1.0,1.0,1.0,25.5,50.4
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/21,12:00:00,5,-0.5,1.0,1.0,25.4,49.5
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/23,09:00:00,5,0.0,1.0,0.0,24.2,62.6
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/23,09:30:00,5,0.5,1.0,0.0,25.1,60.4
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/23,10:00:00,5,-0.5,1.0,0.0,25.9,57.6
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/23,10:30:00,5,-1.0,1.0,0.0,26.2,55.8
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/23,11:00:00,5,0.0,1.0,-1.0,26.3,54.2
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/23,11:30:00,5,0.0,1.0,0.0,26.4,53.2
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/23,12:00:00,5,1.0,1.0,-1.0,26.3,54.5
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/23,14:30:00,5,1.5,0.0,-1.0,27.4,56.8
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/23,15:00:00,5,2.0,0.0,-1.0,27.5,58.6
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/23,15:30:00,5,2.5,0.0,-1.0,27.4,59.7
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/23,16:00:00,5,1.0,1.0,-1.0,27.3,60.0
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/23,16:30:00,5,0.5,1.0,-1.0,27.0,58.1
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/23,17:00:00,5,0.0,1.0,0.0,26.9,57.2
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/23,17:30:00,5,0.0,1.0,0.0,26.8,56.9
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/23,18:00:00,5,0.5,1.0,0.0,26.7,56.5
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/24,09:00:00,5,0.0,1.0,0.0,23.7,53.6
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/24,09:30:00,5,0.0,1.0,0.0,23.9,54.8
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/24,10:00:00,5,0.0,1.0,0.0,24.0,54.1
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/24,10:30:00,5,0.0,1.0,0.0,24.0,53.7
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/24,11:00:00,5,0.0,1.0,0.0,24.1,53.6
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/24,11:30:00,5,0.5,1.0,-1.0,25.4,54.1
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/24,12:00:00,5,0.5,1.0,-1.0,25.7,55.0
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/24,14:30:00,5,0.5,1.0,-1.0,25.6,60.3
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/24,15:00:00,5,1.0,0.0,-1.0,26.1,60.3
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/24,15:30:00,5,0.5,1.0,-1.0,26.4,60.7
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/24,16:00:00,5,0.5,1.0,-1.0,26.6,61.9
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/24,16:30:00,5,1.0,0.0,-1.0,26.9,61.4
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/24,17:00:00,5,1.5,0.0,-1.0,27.1,61.0
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/24,17:30:00,5,2.0,0.0,-1.0,27.2,60.9
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/24,18:00:00,5,1.5,0.0,-1.0,27.2,60.6
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/27,09:00:00,5,-0.5,1.0,0.0,23.0,52.3
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/27,09:30:00,5,-0.5,1.0,0.0,23.4,52.6
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/27,10:00:00,5,-1.0,0.0,1.0,23.4,52.3
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/27,10:30:00,5,-1.0,1.0,0.0,23.7,51.4
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/27,11:00:00,5,-0.5,1.0,0.0,23.9,50.9
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/27,11:30:00,5,0.0,1.0,0.0,24.5,52.2
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/27,12:00:00,5,0.0,1.0,0.0,24.9,54.8
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/27,14:30:00,5,-0.5,1.0,0.0,24.9,61.0
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/27,15:00:00,5,0.0,1.0,0.0,25.8,58.6
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/27,15:30:00,5,0.5,1.0,-1.0,26.3,59.4
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/27,16:00:00,5,1.5,0.0,-1.0,26.9,57.7
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/27,16:30:00,5,2.0,0.0,-1.0,27.1,57.1
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/27,17:00:00,5,1.0,0.0,-1.0,27.2,57.2
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/27,17:30:00,5,0.5,1.0,-1.0,26.9,58.1
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/27,18:00:00,5,0.0,1.0,0.0,26.0,60.8
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/31,09:00:00,6,-1.0,1.0,0.0,24.7,60.3
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/31,09:30:00,6,0.0,1.0,0.0,25.2,59.9
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/31,10:00:00,6,-0.5,1.0,0.0,25.4,58.7
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/31,10:30:00,6,-1.0,1.0,0.0,24.5,60.1
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/31,11:00:00,6,-2.0,0.0,1.0,24.1,59.6
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/31,11:30:00,6,-1.5,0.0,1.0,24.2,64.2
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/31,12:00:00,6,-1.0,1.0,0.0,24.6,65.0
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/31,14:30:00,6,0.0,1.0,-1.0,24.3,62.4
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/31,15:00:00,6,0.0,1.0,-1.0,24.7,61.7
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/31,15:30:00,6,1.0,0.0,-1.0,26.5,60.0
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/31,16:00:00,6,1.5,0.0,-1.0,27.4,58.3
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/31,16:30:00,6,2.0,0.0,-1.0,27.9,57.4
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/31,17:00:00,6,2.0,0.0,-1.0,28.2,56.7
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/31,17:30:00,6,0.0,1.0,0.0,26.6,56.0
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/7/31,18:00:00,6,0.0,1.0,0.0,26.4,58.0
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/8/1,09:00:00,5,0.0,1.0,0.0,25.8,61.2
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/8/1,09:30:00,5,-0.5,1.0,0.0,23.3,61.7
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/8/1,10:00:00,5,-1.0,0.0,1.0,23.6,61.2
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/8/1,10:30:00,5,-1.0,0.0,1.0,23.3,59.8
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/8/1,11:00:00,5,-0.5,1.0,0.0,23.2,59.1
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/8/1,11:30:00,5,-2.0,0.0,1.0,22.9,58.5
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/8/1,12:00:00,5,0.5,1.0,0.0,25.4,56.1
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/8/1,14:30:00,5,0.5,1.0,-1.0,27.4,55.0
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/8/1,15:00:00,5,1.0,0.0,-1.0,27.6,55.6
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/8/1,15:30:00,5,1.5,0.0,-1.0,27.8,55.7
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/8/1,16:00:00,5,1.8,0.0,-1.0,28.0,55.7
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/8/1,16:30:00,5,1.0,1.0,-1.0,28.0,55.7
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/8/1,17:00:00,5,1.5,0.0,-1.0,28.1,55.8
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/8/1,17:30:00,5,2.0,0.0,-1.0,28.2,55.9
18,0,22,163,48,18.06616734,summer,-1,1,-1,2021/8/1,18:00:00,5,1.5,0.0,-1.0,28.0,56.8
19,1,23,180.0,65.0,20.0617284,winter,1,1,1,2021/1/10,10:00:00,5,-1.0,1.0,3.0,22.9,16.8
19,1,23,180.0,65.0,20.0617284,winter,1,1,1,2021/1/10,10:30:00,5,0.0,1.0,2.0,24.0,16.4
19,1,23,180.0,65.0,20.0617284,winter,1,1,1,2021/1/10,11:00:00,5,0.0,1.0,2.0,24.6,16.3
19,1,23,180.0,65.0,20.0617284,winter,1,1,1,2021/1/10,11:30:00,5,0.0,1.0,2.0,24.9,16.2
19,1,23,180.0,65.0,20.0617284,winter,1,1,1,2021/1/10,12:00:00,5,0.0,1.0,2.0,25.0,16.3
19,1,23,180.0,65.0,20.0617284,winter,1,1,1,2021/1/10,14:30:00,5,0.0,1.0,2.0,25.3,13.6
19,1,23,180.0,65.0,20.0617284,winter,1,1,1,2021/1/10,15:00:00,5,1.0,0.0,1.0,25.4,14.7
19,1,23,180.0,65.0,20.0617284,winter,1,1,1,2021/1/10,15:30:00,5,1.0,0.0,1.0,25.7,15.2
19,1,23,180.0,65.0,20.0617284,winter,1,1,1,2021/1/10,16:00:00,5,2.0,0.0,1.0,25.3,15.9
19,1,23,180.0,65.0,20.0617284,winter,1,1,1,2021/1/10,16:30:00,5,1.0,1.0,2.0,25.0,16.5
19,1,23,180.0,65.0,20.0617284,winter,1,1,1,2021/1/10,17:00:00,5,0.0,1.0,2.0,24.9,16.8
19,1,23,180.0,65.0,20.0617284,winter,1,1,1,2021/1/10,17:30:00,5,0.0,1.0,2.0,24.7,16.8
19,1,23,180.0,65.0,20.0617284,winter,1,1,1,2021/1/10,9:00:00,5,-1.0,1.0,3.0,22.2,15.7
19,1,23,180.0,65.0,20.0617284,winter,1,1,1,2021/1/10,9:30:00,5,-1.0,1.0,3.0,22.6,16.3
19,1,23,180.0,65.0,20.0617284,winter,1,1,1,2021/1/9,10:00:00,4,2.0,0.0,1.0,26.3,16.6
19,1,23,180.0,65.0,20.0617284,winter,1,1,1,2021/1/9,10:30:00,4,3.0,0.0,1.0,27.6,16.3
19,1,23,180.0,65.0,20.0617284,winter,1,1,1,2021/1/9,11:00:00,4,1.0,0.0,2.0,27.8,15.7
19,1,23,180.0,65.0,20.0617284,winter,1,1,1,2021/1/9,11:30:00,4,2.0,0.0,1.0,27.8,16.9
19,1,23,180.0,65.0,20.0617284,winter,1,1,1,2021/1/9,12:00:00,4,3.0,0.0,1.0,28.3,16.0
19,1,23,180.0,65.0,20.0617284,winter,1,1,1,2021/1/9,14:30:00,4,1.0,1.0,1.0,27.7,12.4
19,1,23,180.0,65.0,20.0617284,winter,1,1,1,2021/1/9,15:00:00,4,2.0,0.0,1.0,29.4,14.3
19,1,23,180.0,65.0,20.0617284,winter,1,1,1,2021/1/9,15:30:00,4,2.0,0.0,1.0,26.8,18.8
19,1,23,180.0,65.0,20.0617284,winter,1,1,1,2021/1/9,16:00:00,4,2.0,0.0,1.0,26.0,20.5
19,1,23,180.0,65.0,20.0617284,winter,1,1,1,2021/1/9,16:30:00,4,2.0,0.0,1.0,25.7,22.9
19,1,23,180.0,65.0,20.0617284,winter,1,1,1,2021/1/9,17:00:00,4,1.0,0.0,1.0,25.3,22.6
19,1,23,180.0,65.0,20.0617284,winter,1,1,1,2021/1/9,17:30:00,4,1.0,1.0,2.0,25.1,23.3
19,1,23,180.0,65.0,20.0617284,winter,1,1,1,2021/1/9,9:00:00,4,0.0,1.0,2.0,22.3,14.4
19,1,23,180.0,65.0,20.0617284,winter,1,1,1,2021/1/9,9:30:00,4,2.0,1.0,1.0,22.9,18.7
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/22,09:30:00,1,0.0,1.0,0.0,24.9,66.8
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/22,10:00:00,1,-0.5,1.0,0.0,25.0,66.5
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/22,10:30:00,1,-2.0,1.0,1.0,25.3,66.0
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/22,11:00:00,1,-2.0,1.0,1.0,25.5,65.3
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/22,11:30:00,1,-2.0,0.0,1.0,25.7,65.2
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/22,12:00:00,1,-2.0,0.0,1.0,25.7,64.8
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/22,15:00:00,1,1.0,1.0,0.0,25.3,64.3
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/22,15:30:00,1,0.0,1.0,1.0,22.9,65.8
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/22,16:00:00,1,-0.5,1.0,1.0,22.4,65.1
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/22,17:00:00,1,0.0,1.0,1.0,23.2,68.3
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/22,17:30:00,1,0.0,1.0,0.0,24.8,66.2
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/22,18:00:00,1,0.0,1.0,0.0,25.3,66.2
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/24,09:00:00,5,0.0,1.0,0.0,23.7,53.6
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/24,09:30:00,5,-0.5,1.0,0.0,23.9,54.8
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/24,10:00:00,5,0.0,1.0,0.0,24.0,54.1
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/24,10:30:00,5,-0.6,1.0,1.0,24.0,53.7
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/24,11:00:00,5,-1.0,1.0,1.0,24.1,53.6
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/24,11:30:00,5,0.0,1.0,1.0,25.4,54.1
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/24,12:00:00,5,0.0,1.0,1.0,25.7,55.0
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/24,14:30:00,5,1.2,1.0,0.0,25.6,60.3
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/24,15:00:00,5,1.0,1.0,0.0,26.1,60.3
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/24,15:30:00,5,1.5,1.0,0.0,26.4,60.7
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/24,16:00:00,5,1.0,1.0,0.0,26.6,61.9
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/24,16:30:00,5,0.5,1.0,0.0,26.9,61.4
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/24,17:00:00,5,1.0,1.0,0.0,27.1,61.0
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/24,17:30:00,5,0.5,1.0,0.0,27.2,60.9
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/24,18:00:00,5,0.2,1.0,0.0,27.2,60.6
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/25,09:00:00,5,0.5,1.0,0.0,23.9,63.4
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/25,09:30:00,5,0.0,1.0,0.0,23.2,61.8
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/25,10:00:00,5,-0.2,1.0,0.0,22.8,60.7
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/25,10:30:00,5,-0.8,1.0,1.0,23.0,59.6
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/25,11:00:00,5,-0.5,1.0,1.0,24.5,59.1
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/25,11:30:00,5,0.0,1.0,1.0,25.4,57.6
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/25,12:00:00,5,-0.2,1.0,1.0,25.8,57.8
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/25,14:30:00,5,0.0,1.0,0.0,26.3,61.3
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/25,15:00:00,5,0.3,1.0,0.0,26.5,61.0
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/25,15:30:00,5,0.6,1.0,-1.0,26.7,61.5
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/25,16:00:00,5,0.8,1.0,-1.0,27.2,61.9
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/25,16:30:00,5,0.4,1.0,-1.0,27.4,61.7
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/25,17:00:00,5,0.2,1.0,-1.0,27.5,61.5
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/25,17:30:00,5,0.0,1.0,0.0,27.3,62.2
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/25,18:00:00,5,0.2,1.0,0.0,27.3,62.6
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/26,09:00:00,5,0.6,1.0,-1.0,26.8,64.8
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/26,09:30:00,5,0.8,1.0,-1.0,27.7,62.7
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/26,10:00:00,5,1.0,1.0,-1.0,28.0,62.6
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/26,11:30:00,5,1.2,1.0,0.0,27.9,63.7
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/26,12:00:00,5,0.8,1.0,0.0,27.9,64.0
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/26,14:30:00,5,1.5,1.0,0.0,26.9,62.8
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/26,15:00:00,5,0.0,1.0,0.0,26.3,63.5
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/26,15:30:00,5,-0.1,1.0,0.0,25.9,62.5
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/26,16:00:00,5,-0.3,1.0,0.0,24.7,60.6
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/26,16:30:00,5,0.0,1.0,0.0,24.2,58.5
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/26,17:00:00,5,0.0,1.0,0.0,24.4,59.3
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/26,17:30:00,5,0.0,1.0,0.0,25.2,55.6
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/26,18:00:00,5,-0.5,1.0,1.0,25.2,54.7
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/27,09:00:00,5,-0.5,1.0,0.0,23.0,52.3
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/27,09:30:00,5,-0.2,1.0,0.0,23.4,52.6
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/27,10:00:00,5,-0.6,1.0,1.0,23.4,52.3
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/27,10:30:00,5,-0.3,1.0,1.0,23.7,51.4
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/27,11:00:00,5,0.0,1.0,0.0,23.9,50.9
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/27,11:30:00,5,-0.3,1.0,0.0,24.5,52.2
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/27,12:00:00,5,0.0,1.0,0.0,24.9,54.8
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/27,15:00:00,5,0.2,1.0,0.0,25.8,58.6
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/27,15:30:00,5,0.4,1.0,0.0,26.3,59.4
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/27,16:00:00,5,0.0,1.0,0.0,26.9,57.7
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/27,16:30:00,5,0.1,1.0,0.0,27.1,57.1
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/27,17:00:00,5,0.0,1.0,0.0,27.2,57.2
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/27,17:30:00,5,0.0,1.0,0.0,26.9,58.1
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/27,18:00:00,5,-0.4,1.0,0.0,26.0,60.8
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/30,10:30:00,1,-1.0,1.0,1.0,21.5,68.9
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/30,11:00:00,1,-0.6,1.0,1.0,21.4,67.1
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/30,11:30:00,1,-0.2,1.0,0.0,23.3,63.4
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/30,12:00:00,1,0.0,1.0,0.0,23.8,63.2
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/30,12:30:00,1,0.0,1.0,0.0,24.2,63.7
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/30,15:30:00,1,0.0,1.0,0.0,24.8,63.3
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/30,16:00:00,1,0.6,1.0,0.0,25.0,63.6
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/30,16:30:00,1,1.0,1.0,-1.0,25.2,64.1
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/30,17:00:00,1,0.4,1.0,-1.0,25.3,64.5
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/30,17:30:00,1,0.0,1.0,0.0,25.2,65.3
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/30,20:30:00,1,0.6,1.0,0.0,25.3,64.1
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/30,21:00:00,1,0.2,1.0,0.0,25.3,64.5
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/30,22:00:00,1,0.5,1.0,0.0,25.4,65.1
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/31,09:30:00,5,0.1,1.0,0.0,24.0,54.2
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/31,10:00:00,5,-0.2,1.0,0.0,23.9,53.4
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/31,10:30:00,5,-0.5,1.0,1.0,23.0,57.9
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/31,11:00:00,5,-1.0,1.0,1.0,23.6,54.5
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/31,11:30:00,5,-0.8,1.0,1.0,24.6,56.4
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/31,12:00:00,5,-0.4,1.0,1.0,24.3,58.2
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/31,15:00:00,5,0.0,1.0,0.0,23.5,59.3
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/31,15:30:00,5,0.2,1.0,0.0,25.2,57.4
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/31,16:00:00,5,0.6,1.0,-1.0,25.8,56.7
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/31,16:30:00,5,0.7,1.0,-1.0,26.1,56.5
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/31,17:00:00,5,0.2,1.0,0.0,26.4,57.1
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/31,17:30:00,5,0.0,1.0,0.0,26.7,56.6
19,1,24,190,65,18.00554017,summer,1,2,0,2021/7/31,18:00:00,5,0.3,1.0,0.0,26.7,56.5
19,1,24,190,65,18.00554017,summer,1,2,0,2021/8/1,09:30:00,6,-0.4,1.0,0.0,24.0,64.7
19,1,24,190,65,18.00554017,summer,1,2,0,2021/8/1,10:00:00,6,-1.0,0.0,1.0,24.3,63.5
19,1,24,190,65,18.00554017,summer,1,2,0,2021/8/1,10:30:00,6,-1.2,0.0,1.0,24.4,66.4
19,1,24,190,65,18.00554017,summer,1,2,0,2021/8/1,11:00:00,6,-1.5,0.0,1.0,24.1,66.0
19,1,24,190,65,18.00554017,summer,1,2,0,2021/8/1,11:30:00,6,-1.2,0.0,1.0,24.0,64.9
19,1,24,190,65,18.00554017,summer,1,2,0,2021/8/1,12:00:00,6,-2.0,0.0,1.0,24.3,64.0
19,1,24,190,65,18.00554017,summer,1,2,0,2021/8/1,15:00:00,6,0.4,1.0,0.0,27.6,59.3
19,1,24,190,65,18.00554017,summer,1,2,0,2021/8/1,15:30:00,6,0.8,1.0,-1.0,27.9,59.2
19,1,24,190,65,18.00554017,summer,1,2,0,2021/8/1,16:00:00,6,1.0,0.0,-1.0,28.2,58.6
19,1,24,190,65,18.00554017,summer,1,2,0,2021/8/1,16:30:00,6,1.2,0.0,-1.0,28.5,57.6
19,1,24,190,65,18.00554017,summer,1,2,0,2021/8/1,17:00:00,6,0.8,0.0,-1.0,28.5,57.2
19,1,24,190,65,18.00554017,summer,1,2,0,2021/8/1,17:30:00,6,0.2,1.0,0.0,28.4,56.4
19,1,24,190,65,18.00554017,summer,1,2,0,2021/8/1,18:00:00,6,0.0,1.0,0.0,28.4,56.7
20,1,24,177.0,60.0,19.15158479,winter,1,1,0,2021/1/18,10:00:00,6,-0.5,1.0,3.0,22.3,17.1
20,1,24,177.0,60.0,19.15158479,winter,1,1,0,2021/1/18,10:30:00,6,0.0,1.0,2.0,22.6,17.1
