NO,Age,Gender(male:1 female:0),Height,Weight,BMI,room,date,time,temp£¨¡æ£©,humi£¨%£©,CO2,air speed,thermal sensation(-3~3),thermal acceptance£¨1:accept£¬-1:unaccept£©,thermal preference(cool:-1 unchange:0 warmer:1)
10,22,0,164,47,17.47471743010113,217,2019-01-17,16:30:00,27.5,nan,nan,nan,1.5,1,-1
10,22,0,164,47,17.47471743010113,217,2019-01-17,17:00:00,26.3,nan,nan,nan,0.5,1,-1
10,22,0,164,47,17.47471743010113,217,2019-01-17,17:30:00,23.4,nan,nan,nan,0,1,0
10,22,0,164,47,17.47471743010113,217,2019-01-18,08:40:00,21.3,nan,nan,nan,2,-1,-1
10,22,0,164,47,17.47471743010113,217,2019-01-18,09:00:00,22.3,nan,nan,nan,0.5,1,0
10,22,0,164,47,17.47471743010113,217,2019-01-18,09:30:00,23.9,nan,nan,nan,0,1,0
10,22,0,164,47,17.47471743010113,217,2019-01-18,10:00:00,24.7,nan,nan,nan,0,1,0
10,22,0,164,47,17.47471743010113,217,2019-01-18,10:30:00,25.3,nan,nan,nan,0,1,0
10,22,0,164,47,17.47471743010113,217,2019-01-18,11:00:00,25.3,nan,nan,nan,0,1,0
10,22,0,164,47,17.47471743010113,217,2019-01-18,11:30:00,25.3,nan,nan,nan,0,1,0
10,22,0,164,47,17.47471743010113,217,2019-01-18,12:00:00,23.2,nan,nan,nan,-0.5,1,1
10,22,0,164,47,17.47471743010113,217,2019-01-18,14:10:00,17.9,nan,nan,nan,1,-1,-1
10,22,0,164,47,17.47471743010113,217,2019-01-18,14:30:00,18.1,nan,nan,nan,-1,1,1
10,22,0,164,47,17.47471743010113,217,2019-01-18,15:00:00,17.4,nan,nan,nan,-2,-1,1
10,22,0,164,47,17.47471743010113,217,2019-01-18,15:30:00,20.5,nan,nan,nan,-0.5,1,1
10,22,0,164,47,17.47471743010113,217,2019-01-18,16:00:00,22.6,nan,nan,nan,-0.5,1,1
10,22,0,164,47,17.47471743010113,217,2019-01-18,16:30:00,24,nan,nan,nan,-0.5,1,1
10,22,0,164,47,17.47471743010113,217,2019-01-18,17:00:00,25,nan,nan,nan,-0.2,1,1
10,22,0,164,47,17.47471743010113,217,2019-01-18,17:30:00,25.5,nan,nan,nan,1,1,-1
10,22,0,164,47,17.47471743010113,217,2019-01-21,08:40:00,nan,nan,nan,nan,nan,nan,nan
10,22,0,164,47,17.47471743010113,217,2019-01-21,09:00:00,22.4,nan,nan,nan,0,1,0
10,22,0,164,47,17.47471743010113,217,2019-01-21,09:30:00,23.5,nan,nan,nan,0,1,0
10,22,0,164,47,17.47471743010113,217,2019-01-21,10:00:00,24.3,nan,nan,nan,0,1,1
10,22,0,164,47,17.47471743010113,217,2019-01-21,10:30:00,24.8,nan,nan,nan,0,1,1
10,22,0,164,47,17.47471743010113,217,2019-01-21,11:00:00,25.5,nan,nan,nan,0,1,0
10,22,0,164,47,17.47471743010113,217,2019-01-21,11:30:00,27.1,nan,nan,nan,0.5,1,0
10,22,0,164,47,17.47471743010113,217,2019-01-21,12:00:00,27.4,nan,nan,nan,0.5,1,0
10,22,0,164,47,17.47471743010113,217,2019-01-21,14:10:00,28.2,nan,nan,nan,3,-1,-1
10,22,0,164,47,17.47471743010113,217,2019-01-21,14:30:00,27.5,nan,nan,nan,2.5,-1,-1
10,22,0,164,47,17.47471743010113,217,2019-01-21,15:00:00,28.3,nan,nan,nan,2,-1,-1
10,22,0,164,47,17.47471743010113,217,2019-01-21,15:30:00,26.8,nan,nan,nan,1.7,-1,-1
10,22,0,164,47,17.47471743010113,217,2019-01-21,16:00:00,26.1,nan,nan,nan,1.5,-1,-1
10,22,0,164,47,17.47471743010113,217,2019-01-21,16:30:00,24.8,nan,nan,nan,0.5,1,-1
10,22,0,164,47,17.47471743010113,217,2019-01-21,17:00:00,23.2,nan,nan,nan,-1,1,1
10,22,0,164,47,17.47471743010113,217,2019-01-21,17:30:00,21.9,nan,nan,nan,-2,-1,1
10,22,0,164,47,17.47471743010113,217,2019-01-22,08:40:00,nan,nan,nan,nan,nan,nan,nan
10,22,0,164,47,17.47471743010113,217,2019-01-22,09:00:00,nan,nan,nan,nan,nan,nan,nan
10,22,0,164,47,17.47471743010113,217,2019-01-22,09:30:00,nan,nan,nan,nan,nan,nan,nan
10,22,0,164,47,17.47471743010113,217,2019-01-22,10:00:00,nan,nan,nan,nan,nan,nan,nan
10,22,0,164,47,17.47471743010113,217,2019-01-22,10:30:00,nan,nan,nan,nan,nan,nan,nan
10,22,0,164,47,17.47471743010113,217,2019-01-22,11:00:00,nan,nan,nan,nan,nan,nan,nan
10,22,0,164,47,17.47471743010113,217,2019-01-22,11:30:00,nan,nan,nan,nan,nan,nan,nan
10,22,0,164,47,17.47471743010113,217,2019-01-22,12:00:00,nan,nan,nan,nan,nan,nan,nan
10,22,0,164,47,17.47471743010113,217,2019-01-22,14:10:00,23.9,nan,nan,nan,0,1,0
10,22,0,164,47,17.47471743010113,217,2019-01-22,14:30:00,24.6,nan,nan,nan,0.5,1,0
10,22,0,164,47,17.47471743010113,217,2019-01-22,15:00:00,25.4,nan,nan,nan,0.5,1,0
10,22,0,164,47,17.47471743010113,217,2019-01-22,15:30:00,26,nan,nan,nan,1,1,0
10,22,0,164,47,17.47471743010113,217,2019-01-22,16:00:00,26.4,nan,nan,nan,1,1,0
10,22,0,164,47,17.47471743010113,217,2019-01-22,16:30:00,26.7,nan,nan,nan,1,1,0
10,22,0,164,47,17.47471743010113,217,2019-01-22,17:00:00,24.7,nan,nan,nan,-0.5,1,0
10,22,0,164,47,17.47471743010113,217,2019-01-22,17:30:00,23.3,nan,nan,nan,-2,-1,1
10,22,0,164,47,17.47471743010113,217,2019-01-23,08:40:00,nan,nan,nan,nan,nan,nan,nan
10,22,0,164,47,17.47471743010113,217,2019-01-23,09:00:00,21.6,nan,nan,nan,0,1,0
10,22,0,164,47,17.47471743010113,217,2019-01-23,09:30:00,22.7,nan,nan,nan,0,1,1
10,22,0,164,47,17.47471743010113,217,2019-01-23,10:00:00,23.8,nan,nan,nan,0,1,0
10,22,0,164,47,17.47471743010113,217,2019-01-23,10:30:00,24.6,nan,nan,nan,0,1,0
10,22,0,164,47,17.47471743010113,217,2019-01-23,11:00:00,25.2,nan,nan,nan,0.5,1,0
10,22,0,164,47,17.47471743010113,217,2019-01-23,11:30:00,25.7,nan,nan,nan,1,1,-1
10,22,0,164,47,17.47471743010113,217,2019-01-23,12:00:00,26.1,nan,nan,nan,1.5,1,-1
10,22,0,164,47,17.47471743010113,217,2019-01-23,14:10:00,26.6,nan,nan,nan,2.5,-1,-1
10,22,0,164,47,17.47471743010113,217,2019-01-23,14:30:00,26.7,nan,nan,nan,2,-1,-1
10,22,0,164,47,17.47471743010113,217,2019-01-23,15:00:00,25.1,nan,nan,nan,0,1,0
10,22,0,164,47,17.47471743010113,217,2019-01-23,15:30:00,24,nan,nan,nan,-0.5,1,0
10,22,0,164,47,17.47471743010113,217,2019-01-23,16:00:00,nan,nan,nan,nan,nan,nan,nan
10,22,0,164,47,17.47471743010113,217,2019-01-23,16:30:00,23.2,nan,nan,nan,-1.5,-1,1
10,22,0,164,47,17.47471743010113,217,2019-01-23,17:00:00,22,nan,nan,nan,-2.5,-1,1
10,22,0,164,47,17.47471743010113,217,2019-01-23,17:30:00,23.4,nan,nan,nan,0,1,0
10,22,0,164,47,17.47471743010113,217,2019-01-24,08:40:00,11.5,nan,nan,nan,-2,-1,1
10,22,0,164,47,17.47471743010113,217,2019-01-24,09:00:00,13.3,nan,nan,nan,-1.8,-1,1
10,22,0,164,47,17.47471743010113,217,2019-01-24,09:30:00,17.2,nan,nan,nan,-1.5,-1,1
10,22,0,164,47,17.47471743010113,217,2019-01-24,10:00:00,19.4,nan,nan,nan,-1,1,1
10,22,0,164,47,17.47471743010113,217,2019-01-24,10:30:00,21.2,nan,nan,nan,-1,1,1
10,22,0,164,47,17.47471743010113,217,2019-01-24,11:00:00,22.1,nan,nan,nan,-1,1,1
10,22,0,164,47,17.47471743010113,217,2019-01-24,11:30:00,22.6,nan,nan,nan,-1,1,1
10,22,0,164,47,17.47471743010113,217,2019-01-24,12:00:00,23.2,nan,nan,nan,-0.5,1,1
10,22,0,164,47,17.47471743010113,217,2019-01-24,14:10:00,24,nan,nan,nan,0,1,0
10,22,0,164,47,17.47471743010113,217,2019-01-24,14:30:00,24.5,nan,nan,nan,0,1,0
10,22,0,164,47,17.47471743010113,217,2019-01-24,15:00:00,25.2,nan,nan,nan,0,1,0
10,22,0,164,47,17.47471743010113,217,2019-01-24,15:30:00,25.8,nan,nan,nan,0,1,0
10,22,0,164,47,17.47471743010113,217,2019-01-24,16:00:00,26.1,nan,nan,nan,0.5,1,-1
10,22,0,164,47,17.47471743010113,217,2019-01-24,16:30:00,26.3,nan,nan,nan,1,1,-1
10,22,0,164,47,17.47471743010113,217,2019-01-24,17:00:00,26.3,nan,nan,nan,1,1,-1
10,22,0,164,47,17.47471743010113,217,2019-01-24,17:30:00,26.7,nan,nan,nan,1.8,1,-1
10,22,0,164,47,17.47471743010113,217,2019-01-25,08:40:00,15.1,nan,nan,nan,-1,1,0
10,22,0,164,47,17.47471743010113,217,2019-01-25,09:00:00,15.7,nan,nan,nan,-3,-1,1
10,22,0,164,47,17.47471743010113,217,2019-01-25,09:30:00,18.3,nan,nan,nan,-2,-1,1
10,22,0,164,47,17.47471743010113,217,2019-01-25,10:00:00,20.6,nan,nan,nan,-2,-1,1
10,22,0,164,47,17.47471743010113,217,2019-01-25,10:30:00,22.6,nan,nan,nan,-1,1,1
10,22,0,164,47,17.47471743010113,217,2019-01-25,11:00:00,23.6,nan,nan,nan,-1,1,1
10,22,0,164,47,17.47471743010113,217,2019-01-25,11:30:00,24.4,nan,nan,nan,0,1,0
10,22,0,164,47,17.47471743010113,217,2019-01-25,12:00:00,24.9,nan,nan,nan,0,1,0
10,22,0,164,47,17.47471743010113,217,2019-01-25,14:10:00,25.2,nan,nan,nan,3,-1,-1
10,22,0,164,47,17.47471743010113,217,2019-01-25,14:30:00,25.8,nan,nan,nan,1.5,1,-1
10,22,0,164,47,17.47471743010113,217,2019-01-25,15:00:00,26,nan,nan,nan,1,1,-1
10,22,0,164,47,17.47471743010113,217,2019-01-25,15:30:00,26.9,nan,nan,nan,2,-1,-1
10,22,0,164,47,17.47471743010113,217,2019-01-25,16:00:00,27.2,nan,nan,nan,2,-1,-1
10,22,0,164,47,17.47471743010113,217,2019-01-25,16:30:00,27.8,nan,nan,nan,2,-1,-1
10,22,0,164,47,17.47471743010113,217,2019-01-25,17:00:00,25.4,nan,nan,nan,0.5,1,0
10,22,0,164,47,17.47471743010113,217,2019-01-25,17:30:00,23.8,nan,nan,nan,-0.5,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-07,08:40:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-07,09:00:00,19.5,24,1310,nan,-0.3,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-07,09:30:00,20.4,22,844,nan,0.2,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-07,10:00:00,21.3,23,985,nan,-0.2,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-07,10:30:00,21.8,23,990,nan,-0.3,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-07,11:00:00,22.2,22,1033,nan,-0.1,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-07,11:30:00,22.6,21,1048,nan,-0.5,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-07,12:00:00,22.9,20,1003,nan,0.1,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-07,14:10:00,22.7,20,1381,nan,0,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-07,14:30:00,23.7,19,1035,nan,0.1,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-07,15:00:00,23.7,20,1099,nan,-0.1,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-07,15:30:00,23.8,20,1168,nan,0,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-07,16:00:00,23.9,20,1188,nan,-0.2,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-07,16:30:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-07,17:00:00,24.2,20,1247,nan,0,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-07,17:30:00,24.3,21,1348,nan,-0.4,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-08,08:40:00,20.3,19,951,nan,0,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-08,09:00:00,21.1,17,600,nan,0,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-08,09:30:00,22.6,17,711,nan,0,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-08,10:00:00,23.5,18,834,nan,0.2,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-08,10:30:00,24,17,928,nan,0,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-08,11:00:00,24.4,17,984,nan,-0.4,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-08,11:30:00,24.6,17,960,nan,0.5,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-08,12:00:00,24.8,16,978,nan,0,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-08,14:10:00,24.8,14,965,nan,0.2,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-08,14:30:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-08,15:00:00,25.7,17,1162,nan,1,1,-1
10,23,0,178,65,20.515086478979924,243,2019-01-08,15:30:00,25.9,17,1177,nan,1,-1,-1
10,23,0,178,65,20.515086478979924,243,2019-01-08,16:00:00,26,17,1204,nan,0.3,1,-1
10,23,0,178,65,20.515086478979924,243,2019-01-08,16:30:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-08,17:00:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-08,17:30:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-09,08:40:00,21.2,14,505,nan,-0.4,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-09,09:00:00,21.7,15,737,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-09,09:30:00,23.1,15,657,nan,0.3,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-09,10:00:00,23.5,15,852,nan,-0.1,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-09,10:30:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-09,11:00:00,24.4,14,832,nan,-0.3,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-09,11:30:00,24.9,14,840,nan,0,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-09,12:00:00,25.1,14,917,nan,-0.3,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-09,14:10:00,25.9,15,891,nan,-0.1,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-09,14:30:00,26,14,925,nan,0.3,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-09,15:00:00,25.9,14,840,nan,0.3,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-09,15:30:00,26.2,14,930,nan,0.2,1,-1
10,23,0,178,65,20.515086478979924,243,2019-01-09,16:00:00,26.6,15,993,nan,0,1,-1
10,23,0,178,65,20.515086478979924,243,2019-01-09,16:30:00,26.5,15,1017,nan,0.4,1,-1
10,23,0,178,65,20.515086478979924,243,2019-01-09,17:00:00,26.8,16,1081,nan,0.2,1,-1
10,23,0,178,65,20.515086478979924,243,2019-01-09,17:30:00,26.8,16,1073,nan,0.2,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-12,08:40:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-12,09:00:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-12,09:30:00,21.9,22,915,nan,0,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-12,10:00:00,21.9,21,618,nan,-0.5,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-12,10:30:00,22.1,21,642,nan,-0.2,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-12,11:00:00,22.5,20,667,nan,-0.3,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-12,11:30:00,22.8,21,813,nan,-0.5,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-12,12:00:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-12,14:10:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-12,14:30:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-12,15:00:00,22.8,20,673,nan,0,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-12,15:30:00,23.1,20,693,nan,-0.4,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-12,16:00:00,23.2,20,745,nan,-0.1,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-12,16:30:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-12,17:00:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-12,17:30:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-14,08:40:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-14,09:00:00,21.7,20,639,nan,-0.5,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-14,09:30:00,21.9,21,666,nan,-0.6,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-14,10:00:00,22.2,22,755,nan,-0.2,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-14,10:30:00,22.7,22,923,nan,-0.1,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-14,11:00:00,22.9,22,939,nan,-0.2,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-14,11:30:00,22.9,21,957,nan,-0.2,0,1
10,23,0,178,65,20.515086478979924,243,2019-01-14,12:00:00,23,21,945,nan,-0.1,0,1
10,23,0,178,65,20.515086478979924,243,2019-01-14,14:10:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-14,14:30:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-14,15:00:00,23.6,21,934,nan,0.9,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-14,15:30:00,23.8,22,1002,nan,0,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-14,16:00:00,24,22,1049,nan,0,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-14,16:30:00,24.1,21,1056,nan,-0.2,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-14,17:00:00,24.2,21,1079,nan,0,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-14,17:30:00,24.3,21,1049,nan,-0.3,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-16,08:40:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-16,09:00:00,21.6,12,462,nan,-1,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-16,09:30:00,21.7,13,553,nan,-1,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-16,10:00:00,22,11,596,nan,-1,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-16,10:30:00,22.3,10,677,nan,-1,-1,1
10,23,0,178,65,20.515086478979924,243,2019-01-16,11:00:00,23.3,12,782,nan,0,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-16,11:30:00,23.8,11,819,nan,0,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-16,12:00:00,23.2,11,832,nan,-1,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-16,14:10:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-16,14:30:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-16,15:00:00,22.8,13,767,nan,0,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-16,15:30:00,23.1,13,831,nan,-1,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-16,16:00:00,23.5,13,952,nan,0,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-16,16:30:00,23.7,13,943,nan,-1,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-16,17:00:00,23.9,13,939,nan,-1,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-16,17:30:00,24.1,12,888,nan,-1,-1,1
10,23,0,178,65,20.515086478979924,243,2019-01-16,18:00:00,23.8,13,856,nan,-2,-1,1
10,23,0,178,65,20.515086478979924,243,2019-01-17,08:40:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-17,09:00:00,21.3,13,517,nan,0,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-17,09:30:00,21.8,11,495,nan,0,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-17,10:00:00,21.6,13,576,nan,0,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-17,10:30:00,22.1,14,644,nan,1,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-17,11:00:00,22.7,14,711,nan,1,1,-1
10,23,0,178,65,20.515086478979924,243,2019-01-17,11:30:00,23,13,738,nan,1,1,-1
10,23,0,178,65,20.515086478979924,243,2019-01-17,12:00:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-17,14:10:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-17,14:30:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-17,15:00:00,23.6,12,609,nan,0,1,-1
10,23,0,178,65,20.515086478979924,243,2019-01-17,15:30:00,24.1,12,678,nan,0,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-17,16:00:00,24.1,12,733,nan,1,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-17,16:30:00,23.9,13,776,nan,-1,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-17,17:00:00,24.1,13,785,nan,-1,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-17,17:30:00,24.1,13,789,nan,0,1,  
10,23,0,178,65,20.515086478979924,243,2019-01-18,08:40:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-18,09:00:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-18,09:30:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-18,10:00:00,21.1,16,628,nan,-1,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-18,10:30:00,21.3,16,547,nan,-1,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-18,11:00:00,21.7,16,623,nan,0,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-18,11:30:00,21.8,15,635,nan,0,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-18,12:00:00,21.8,16,670,nan,0,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-18,14:10:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-18,14:30:00,22.1,15,589,nan,0,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-18,15:00:00,22.5,17,785,nan,0,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-18,15:30:00,22.7,17,823,nan,0,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-18,16:00:00,23.1,17,901,nan,0,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-18,16:30:00,23.2,17,917,nan,0,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-18,17:00:00,23.2,17,937,nan,-1,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-18,17:30:00,23.4,17,936,nan,0,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-21,08:40:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-21,09:00:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-21,09:30:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-21,10:00:00,22.6,14,528,nan,0,1,-1
10,23,0,178,65,20.515086478979924,243,2019-01-21,10:30:00,23.3,14,702,nan,0,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-21,11:00:00,24,14,787,nan,0,1,-1
10,23,0,178,65,20.515086478979924,243,2019-01-21,11:30:00,24.4,14,846,nan,1,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-21,12:00:00,24.3,12,845,nan,0,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-21,14:10:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-21,14:30:00,24.4,12,582,nan,1,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-21,15:00:00,24.5,12,648,nan,1,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-21,15:30:00,24,12,582,nan,1,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-21,16:00:00,23.9,12,571,nan,-1,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-21,16:30:00,23.8,11,529,nan,-1,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-21,17:00:00,23.8,12,599,nan,1,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-21,17:30:00,24.4,13,823,nan,-1,1,0
10,23,0,178,65,20.515086478979924,243,2019-01-22,08:40:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-22,09:00:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-22,09:30:00,22.2,14,501,nan,-1,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-22,10:00:00,23,16,646,nan,0,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-22,10:30:00,23.5,17,748,nan,0,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-22,11:00:00,24,16,843,nan,0,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-22,11:30:00,24.4,16,840,nan,0,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-22,12:00:00,24.6,15,832,nan,-1,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-22,14:10:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-22,14:30:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-22,15:00:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-22,15:30:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-22,16:00:00,24.6,16,791,nan,-1,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-22,16:30:00,24.7,17,918,nan,-1,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-22,17:00:00,24.7,16,888,nan,-1,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-22,17:30:00,24.6,17,908,nan,-1,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-23,08:40:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-23,09:00:00,nan,nan,nan,nan,nan,nan,nan
10,23,0,178,65,20.515086478979924,243,2019-01-23,09:30:00,21.7,18,709,nan,0,1,1
10,23,0,178,65,20.515086478979924,243,2019-01-23,10:00:00,21.7,16,591,nan,-1,1,1
